stock_id,last_close,book_value,highest_52w,lowest_52w,pe,eps,roa,roe,beta,avg_vol_13w,on_bal_vol_ratio,volume,cap_market
TCM,22.9,20.8,31.9,20.1,6.2,3720,6%,18%,0.65,743793,3.94%,51553379,1183
THS,9,12.1,9.1,6.2,10,903,3%,7%,0.21,172,0.01%,3000000,27
THT,6.5,11.7,7.1,5.7,5.7,1136,4%,10%,0.38,13794,0.13%,24569052,160
THU,12.5,0,12.5,12.5,0,0,1%,6%,0,0,0%,3297790,41
THW,19.5,10.3,23.1,11.4,475.6,41,0%,0%,0,44,0%,5000000,98
TIE,11,24.9,12.9,5.6,6.6,1679,6%,7%,0.10,963,0.02%,9569900,105
TIG,4.1,11.2,4.9,3.4,5.7,720,5%,6%,0.41,324854,1.31%,77243250,317
TIP,16.6,0,16.7,14.8,7.8,2132,11%,13%,0.15,4582,0.04%,26003143,432
TIS,12.6,10.3,13.9,9.3,24.1,523,1%,5%,0,105487,0.27%,184000000,2318
TIX,31,27.0,43.8,28.2,7.1,4341,11%,16%,0.19,330,0%,25646000,818
TJC,4.5,13.8,7.5,4.6,281.2,16,0%,0%,0.69,4188,0.10%,8600000,39
TKC,26,14.8,29.5,16.1,10.1,2581,3%,17%,0.15,4499,0.09%,10732232,296
TKU,11.6,14.8,17.1,9.5,4.5,2576,9%,17%,0.45,850,0.04%,30035575,54
TL4,6.7,21.9,7.5,6.1,209.4,32,0%,0%,0,8082,0.11%,16008338,107
TV4,21.6,12.6,24.3,11.1,13.6,1586,10%,14%,0.79,8956,0.14%,15770981,315
TVA,15.5,0,18.5,7.6,0,0,6%,17%,0,1146,0.15%,6000000,23
TVB,25.8,16.3,26.6,8.9,23.1,1115,9%,11%,0,91075,1.34%,15020000,388
TVC,9.1,12.0,12.3,7.2,20.2,450,2%,5%,0.08,227115,1.46%,40024107,364
SDV,15.5,0,30.8,12.9,0,0,4%,13%,0,783,0.03%,5000000,78
SDX,6.8,4.1,8.6,5.2,0,0,15%,77%,0,34,0%,2250000,15
SDY,7.5,1.1,10,3.9,2.3,3240,27%,301%,0.61,1028,0.05%,4500000,34
SEA,16,16.2,21,13.3,9.1,1756,9%,11%,0,6540,0.02%,125000000,2000
SEB,48.9,23.0,55,23.0,6.2,7844,20%,37%,0.75,2537,0.03%,20000000,978
SED,19.5,21.2,21.5,16.8,5.6,3476,10%,16%,0.05,2000,0.04%,10000000,195
SEP,10.8,11.6,10.8,7.5,35.8,302,3%,16%,0,55,0%,8400000,91
SFC,23,19.3,27.5,22.6,8.1,2838,6%,15%,0.14,329,0.01%,11234819,260
SFG,12.8,12.3,14.1,11.2,6.6,1919,7%,16%,0.24,54452,0.31%,47897333,611
SFI,28.9,30.7,32.8,27.4,9.2,3136,7%,11%,0.04,3908,0.07%,11930154,344
SFN,33.7,18.6,36.5,25.5,9.2,3682,18%,20%,0.62,2984,0.20%,2894150,101
SFT,3,0,3,3,0,0,2%,3%,0,0,0%,3000000,9
SGC,87.5,16.7,95.5,42.3,20.5,4274,19%,26%,0.01,269,0.01%,7147580,625
SGD,10.8,17.2,13.9,9.2,6.4,1679,5%,8%,0.02,663,0.03%,4037000,45
TCO,12.9,11.3,14.7,9,13.7,943,8%,8%,0.44,2360,0.03%,18711000,241
TCR,2.8,13.0,4.4,2.6,1.8,1566,5%,12%,0.33,7260,0.15%,45425142,29
TCS,4.8,11.7,5.4,3.8,3.6,1336,2%,11%,0.70,21880,0.19%,26846773,129
TCT,65,18.9,71,46.1,11.4,5703,29%,30%,0.24,5549,0.09%,12788000,831
TCW,19.1,21.5,31.9,17,7,2715,9%,19%,0,4296,0.06%,14998258,286
TLD,11,0,25.1,10.7,0,0,0%,0%,0.33,688033,8.63%,18000000,198
TLG,97.5,21.0,111.5,74.6,18.4,5302,17%,25%,0.15,2830,0.02%,50556256,4929
TLH,10.9,17.2,12.6,9.8,2.9,3724,12%,22%,0.70,718158,2.57%,91502313,1009
TLP,15.2,0,18.7,14.3,0,0,0%,0%,0,35877,0.66%,11830000,180
TLT,11.6,7.7,19,11,6.1,1898,10%,55%,0.72,7692,0.23%,6989800,81
TMB,9,17.9,11.5,5.8,5.2,1734,3%,10%,0.07,272,0.01%,10000000,90
TVD,5.4,11.0,6.1,4.8,8.1,664,1%,6%,0.15,3708,0.02%,44962864,243
TVG,0.9,0,0.9,0.5,0,0,2%,6%,0,0,0%,2029589,2
TVM,5,19.2,8,4.8,4.4,1128,2%,12%,0,88,0.01%,2400000,12
TVN,10,12.0,13.5,6.4,6.8,1466,6%,11%,0,119296,0.21%,678000000,6780
TVP,43,0,52,28.6,0,0,12%,16%,0,305,0.01%,11087936,477
TMS,32.5,41.3,53.1,31.3,7.4,4402,8%,15%,0.02,6501,0.05%,43205428,1123
TMT,11.2,11.9,13.9,7.9,46.7,240,0%,3%,0.17,14501,0.10%,36877980,418
TMW,10.1,21.2,15,9.2,9.8,1028,1%,1%,0,228,0.01%,4662350,47
TMX,9,16.8,12.3,7.6,5.2,1721,6%,10%,0.05,201,0.01%,6000000,54
TNA,37.6,33.1,45.8,31.4,4.7,7930,7%,24%,0.17,19386,0.34%,12592167,473
TNB,6.5,14.9,7.4,5,79.3,82,0%,1%,0,1023,0.02%,11500000,75
TNC,13,16.2,14,10.6,9.4,1390,8%,9%,0.03,9524,0.11%,19250000,250
TND,10.7,22.0,13.8,5.9,1.7,6249,7%,28%,0,18683,0.26%,16000000,171
SGH,28.7,12.2,40,20.2,23.8,1207,9%,10%,0.46,166,0%,12364100,355
SGN,139,20.6,197.2,134,16,8676,33%,47%,0,1906,0.02%,23995952,3335
SGO,1.4,11.5,1.8,1,233.3,6,0%,0%,0.24,38972,0.45%,20000000,28
SGP,12.2,8.1,13.9,7.4,6.5,1891,10%,25%,0,15749,0.04%,216294961,2639
TDB,42,0,42,28.5,0,0,32%,34%,0,610,0.02%,8230000,346
TDC,9,12.3,9.3,6.1,7,1284,2%,11%,0.05,312085,1.07%,100000000,900
TDG,13,14.0,17.3,8.9,5.8,2247,10%,16%,0.23,354980,6.01%,12900000,168
TDH,15.4,22.4,17.8,11.2,9.5,1608,4%,7%,0.65,652482,2.53%,81454867,1253
TDM,17,11.4,32.5,12.0,18.3,931,4%,10%,0,3965,0.02%,81200000,1380
TDN,5.2,11.5,7.1,4,6.6,789,2%,7%,0.67,62758,0.52%,29439097,153
TMC,13.5,15.8,14.7,11,7.3,1837,6%,12%,0.26,872,0.02%,12400000,167
TMG,44.6,17.8,59.5,12.7,5,8903,33%,50%,0,217,0%,18000000,803
TMP,33.5,15.1,38.3,24.4,7.5,4450,24%,30%,0.15,2065,0.01%,70000000,2345
TVS,14.3,12.4,13.6,7.8,6.1,2338,8%,19%,0.62,56056,0.27%,55229291,828
TVT,21.9,33.5,29.2,18.0,5.3,4162,6%,13%,0.15,10044,0.11%,21000000,460
TVU,7,10.8,7.7,6.7,25.9,270,14%,17%,0,10,0%,1750000,12
TNG,13.8,15.3,16.9,10.7,4.9,2801,5%,18%,1.41,562062,3.54%,41117291,567
TNI,6.1,0,12.9,5.9,17.7,345,3%,7%,0.93,532435,5.83%,52500000,128
TNM,5.2,0,5.6,2.7,0,0,2%,17%,0,3098,0.17%,3800000,20
TNP,9.2,11.1,9.4,8.9,26.1,352,9%,10%,0,12,0%,7100000,65
TDS,14,21.8,15.3,8.7,2.4,5900,17%,27%,0,4702,0.08%,12225393,171
TDW,21.5,16.0,29.7,19.5,11.9,1814,4%,11%,0.17,268,0.01%,8500000,183
PDB,10.1,14.5,17.7,9.7,5.9,1725,6%,12%,0.39,4034,0.10%,8909981,90
PDC,4,9.8,8,3.6,11.8,340,2%,3%,0.01,420,0.01%,15000000,60
PDN,86.8,33.8,103.3,58.4,13.7,6335,9%,19%,0.32,3559,0.06%,12347987,1072
PDR,40.6,12.8,43.4,21.3,20.1,2019,5%,16%,0.44,1390661,3.24%,221990923,9013
PDV,4.9,9.9,10.2,3,18.7,262,1%,3%,0,158,0%,17000000,83
PEC,6.3,0,11.4,6,0,0,0%,2%,0,594,0.04%,3115409,20
PEN,8.5,16.2,21.1,8.1,18.9,449,1%,3%,0.13,332,0.01%,5000000,42
PEQ,33,0,33,8.5,0,0,9%,24%,0,271,0.02%,3030750,100
PET,10.9,19.5,12.7,9.5,7.3,1502,2%,9%,0.96,364943,1.36%,86600124,944
PFL,1.2,7.1,2.1,1.2,4.8,250,2%,4%,1.31,129617,0.70%,50000000,60
TVW,18.5,0,18.5,10,0,0,0%,0%,0,4,0%,14597860,270
TW3,16.2,0,20.9,11.2,0,0,1%,10%,0,51,0.01%,1750000,28
TXM,9.5,17.3,13,7.7,8.1,1179,4%,7%,0.34,2021,0.06%,7000000,66
TYA,18,15.2,17.1,9.6,7.8,2306,7%,15%,0.20,17569,0.60%,30680582,110
UCT,10,10.6,10,10,204.1,49,3%,4%,0,0,0%,5344345,53
TNS,3.1,1.2,7.7,1.6,0.8,3790,12%,314%,0,10976,0.13%,20000000,62
TNT,2.7,10.8,5.5,2.4,17.7,150,1%,1%,0.18,161228,1.50%,25500000,68
TNW,9.5,15.7,14.9,5.0,36.3,262,1%,2%,0,1732,0.02%,16000000,152
TNY,8,32.6,8,6.7,27.3,293,1%,12%,0,0,0%,3000000,24
TOP,1.2,10.0,2.6,1.1,66.7,18,0%,0%,0,155389,1.45%,25350000,30
TOT,8.7,8.7,10.9,4,155.4,56,1%,1%,0,336,0.01%,5495000,48
TPC,13.5,15.5,13.5,8.3,9.8,1381,5%,9%,0.06,9985,0.10%,21268956,330
TPH,6.4,11.5,9,6.2,10.9,585,3%,5%,0.38,45,0%,2015985,13
TPP,10.5,10.6,23.1,9.1,39.6,265,1%,3%,0.50,1267,0.03%,9997889,105
TPS,21,21.0,32,12.9,88.6,237,17%,23%,0,295,0.01%,5000000,105
TQN,36,0,36,17,0,0,6%,24%,0,4,0%,3600000,130
TRA,95,27.0,134.2,93.0,16.3,5811,17%,23%,0.01,5885,0.04%,41450983,3938
TRC,27.7,52.1,31.5,26.6,5.8,4805,8%,9%,0.47,35812,0.29%,29600000,831
TEC,7,0,7,7,0,0,0%,1%,0,0,0%,1660340,12
TEG,8.9,11.3,9.4,5.7,4.7,1888,13%,16%,0.46,90633,1.14%,17999998,160
NNB,10,10.1,10,7.2,80,125,0%,1%,0,0,0%,15080000,151
NNC,47.5,21.4,56.4,46.5,5.4,8726,34%,41%,0.15,26698,0.28%,21920000,1040
NNG,8,11.7,10.5,6,37.9,211,0%,2%,0.67,1791,0.01%,52250000,418
POT,20,17.1,21.4,15.8,12.1,1647,2%,10%,0.37,2214,0.03%,19286346,389
POV,8.5,15.8,14.1,6.8,10.5,813,2%,5%,0,667,0.01%,10000000,85
POW,15.7,0,17.5,15.6,0,0,0%,0%,0,2866462,5.33%,467802523,7344
PGC,15,13.1,16.5,11.9,6.4,2356,7%,19%,0.39,35453,0.17%,60339285,905
PGD,38.5,15.7,53.4,36,16.6,2319,7%,15%,0.26,3624,0.01%,89999025,3465
PGI,18.5,16.7,22.8,16.8,13.9,1334,2%,8%,0.03,33189,0.12%,88604883,1641
PGS,31.4,19.2,37,16.4,14.3,2195,5%,11%,0.10,58444,0.32%,50000000,1570
UDC,3.6,11.9,4.6,3.3,22.9,157,1%,2%,0.21,19354,0.14%,34706000,126
UDJ,8,11.4,9,5,7.4,1079,4%,9%,0,1883,0.03%,16500000,132
TEL,9.2,0,12.1,6.6,0,0,2%,5%,0,21210,0.88%,5000000,46
TET,26.4,15.4,29.3,26.4,7.3,3598,22%,23%,0.05,8,0%,5702940,151
TFC,5.2,12.5,8.2,4.2,21.8,238,0%,1%,0.15,5940,0.08%,16829994,88
TGP,8,0,11.8,5.3,0,0,1%,15%,0,1413,0.03%,10000000,80
TH1,5.5,6.9,11.1,5,0.5,10497,18%,153%,0.07,784,0.01%,13539226,74
THB,18.7,19.1,20.1,15.7,21.4,875,3%,5%,0.57,888,0.02%,11424570,214
NNT,17.8,0,18.5,11.4,0,0,6%,19%,0,98,0%,9490841,169
NOS,0.6,163.1,0.7,0.3,0,0,10%,5%,0,647,0.01%,20056000,12
NPH,14.1,0,18.2,13,0,0,1%,1%,0,481,0.05%,2000000,28
NPS,24,14.7,24,7.8,24.6,977,3%,7%,0.47,107,0.01%,2170000,52
NQB,9.9,10.3,9.9,9.9,34.5,287,2%,3%,0,0,0%,17230204,171
NQT,10.5,10.4,10.5,8,26.7,393,2%,4%,0,88157,1.09%,18233269,191
NRC,43.8,0,39.9,30,0,0,0%,0%,0,38000,0.05%,0,0
NS2,30.5,10.2,30.5,5.8,137.4,222,1%,2%,0,158,0%,56800000,1732
NS3,47.1,11.6,55,12,50.2,939,18%,25%,0,45199,1.71%,5500000,259
NSC,111,69.3,128.5,95.9,8.1,13665,15%,22%,0.08,2395,0.03%,15295000,1698
NSG,12,0,14.3,8.1,0,0,6%,10%,0,1476,0.04%,8639208,104
NSH,11.1,11.4,11.6,7,89.5,124,1%,6%,0.19,179874,2%,20693437,230
NST,16,15.3,16,9.1,12.6,1271,3%,8%,0.36,506,0.01%,11202003,179
PPC,20.7,17.2,23.7,15.1,7.9,2627,11%,15%,1.26,256732,0.52%,318154614,6737
PPE,13,5.0,14.2,12.7,6.6,1966,25%,39%,0.13,519,0.05%,2000000,26
PPG,0.7,3.8,1.9,0.7,0.2,3429,16%,209%,0.20,286,0.01%,7103700,5
PPH,16,22.5,19.5,14,6.3,2526,4%,11%,0,8349,0.03%,74670891,1195
PPI,1.2,9.5,3.9,1.2,1.1,1027,6%,11%,0.73,270776,1.51%,48290629,56
PGT,3.3,6.8,4.7,3,0,0,14%,23%,0.39,442,0.01%,9241801,30
PGV,16.4,0,19.5,15.7,0,0,0%,0%,0,11227,0.02%,0,0
PHC,20.3,16.9,20.2,9.0,16.1,1263,2%,9%,0.46,385153,4.24%,20899956,424
PHH,10.7,17.1,16.5,9.2,10.2,1045,2%,6%,0.52,15776,0.18%,18214000,214
PHP,12.4,12.3,15.6,12,11.6,1066,9%,12%,0.22,17653,0.04%,326960000,4054
PHR,42.4,30.5,52,23.6,10.2,4138,8%,14%,0.74,362942,1.41%,78975047,3447
PTD,13.5,21.1,20.5,13.5,17.9,753,1%,4%,0.22,66,0%,3200000,43
UEM,36,14.3,36.1,5.0,47.1,765,5%,11%,0,6,0%,2438100,68
THG,39,27.3,58.0,36.1,4.9,7940,11%,30%,0.21,17517,0.32%,11999907,468
NT2,32,17.3,36.6,23.7,11.4,2815,8%,16%,0.59,355426,0.76%,287876029,9212
NTB,0.5,21.5,1.4,0.5,0.1,8259,11%,38%,0.91,64314,0.42%,39779577,20
NTC,68.5,0,94,42.5,7.7,8905,5%,38%,0,44360,0.62%,16000000,1096
NTL,10,15.9,10.6,8.4,6.5,1538,6%,10%,0.69,483598,2.21%,60989950,636
NTP,60,23.4,87.7,58.8,10.9,5519,12%,24%,0.34,56949,0.21%,89240302,5354
NTR,5.2,11.1,5.2,4.6,236.4,22,0%,0%,0,0,0%,1492000,8
NTT,12.3,0,12.3,12.3,0,0,0%,0%,0,10,0%,18500000,228
NTW,24.5,0,31.4,18.5,0,0,10%,12%,0,1947,0.04%,10000000,245
NUE,9.5,0,13.4,2.3,0,0,6%,11%,0,497,0.02%,6000000,57
NVB,9.8,10.7,10.5,4.3,134.2,73,0%,1%,1.41,469585,0.98%,301021552,2950
NVL,73.8,21.3,78,45.6,31,2378,4%,16%,0.60,1988811,3.45%,854956763,48165
NVP,6.3,0,11,6.3,0,0,1%,1%,0,0,0%,10963000,69
NVT,5,4.3,7.1,1.9,0.9,5298,85%,118%,1.49,650406,2.37%,90500000,452
NWT,6,0,6,6,0,0,0%,1%,0,0,0%,8500000,51
OCH,4.6,6.1,12.5,4.3,158.6,29,0%,0%,1.39,70691,0.17%,200000000,920
OGC,2.4,2.6,3.1,1.1,1.5,1552,9%,59%,0.11,2567305,5.38%,300000000,705
OIL,19.5,0,23.7,19.1,0,0,0%,0%,0,976761,2.37%,200445036,3909
ONE,5.2,12.4,6.2,4.5,5.2,1006,2%,8%,0.22,4839,0.13%,7960310,41
ONW,16.1,0,16.6,12.9,0,0,3%,4%,0,20,0%,2000000,32
OPC,56,22.6,62.4,41.3,16.6,3370,8%,15%,0.22,2091,0.02%,25311696,1417
PPP,10,12.4,12.3,7.7,9.5,1057,4%,8%,0.06,168,0.01%,6000000,60
PPS,8.4,12.9,10.6,8.6,4.9,1708,1%,13%,0.31,7404,0.11%,15000000,126
PPY,18.3,13.7,27.1,11.1,10.5,1736,6%,13%,0.48,81,0%,8240000,151
PRC,18,25.1,20.5,15.5,8,2258,4%,9%,0.03,42,0.01%,1200000,22
PRO,7,15.4,13,4.4,0,0,7%,8%,0,8686,0.59%,3000000,21
PSB,3.9,11.2,7,3.5,433.3,9,0%,0%,0,2299,0.01%,50000000,195
PSC,16,17.0,17.2,10.1,7.8,2045,6%,12%,1.40,1010,0.03%,7200000,115
PIA,32.5,18.5,37.8,21.8,5.4,5991,19%,32%,0,5380,0.37%,3000000,98
PIC,15.4,11.4,18.0,11.6,11.5,1344,7%,12%,0.66,1543,0.01%,30311066,467
PID,6.3,0.1,9.9,6.3,0,0,25%,1000%,0.20,0,0%,4000000,25
PIS,10.5,13.1,16.9,5.7,11.5,915,5%,7%,0,193,0%,27500000,289
PIT,5.6,10.3,8,5.3,1.7,3303,7%,32%,0.07,2265,0.03%,14210225,85
PTE,5.7,0.9,8.1,1.3,5.1,1124,3%,129%,0,4644,0.08%,12500000,71
PTG,1.5,0,1.5,0.5,0,0,14%,23%,0,0,0%,4604385,7
PTH,11.2,19.3,13.2,7.8,8,1393,4%,14%,0,82,0.01%,1839975,21
PTI,23,22.8,27.4,20.8,17.1,1346,2%,6%,0.19,3299,0.01%,80395709,1849
PTK,1.7,10.8,1.7,1.7,51.5,33,0%,0%,0.77,0,0%,21600000,37
PTL,3.5,9.9,4.8,2.4,10.7,326,2%,3%,0.19,50139,0.17%,98865080,349
PTM,4.8,0,25.5,4.5,0,0,6%,7%,0.05,592,0.03%,4200000,20
ORS,2.9,2.8,3.2,1.9,23.2,125,2%,13%,0.49,12687,0.12%,24000000,70
PAC,44.5,13.9,55.6,34.1,16.1,2766,7%,20%,1.02,58417,0.33%,46475609,2066
PAI,10,10.4,10,10,11.9,841,6%,8%,0,0,0%,4235290,42
PAN,66.8,35.4,72.6,33,21.8,3070,8%,12%,0.46,163550,0.51%,120201630,8029
PBK,10,0,10,10,0,0,0%,0%,0,0,0%,8642300,86
PSD,15.9,13.7,17.5,15.5,5.1,3099,3%,24%,0.07,3239,0.04%,21326549,339
PSE,8.5,12.9,13.1,8.2,9.3,913,6%,8%,0.39,1541,0.03%,12500000,106
PSG,0.4,11.0,0.6,0.3,0,0,13%,19%,1.53,11341,0.08%,35000000,14
PSI,4,10.1,5.4,3.6,19.5,205,2%,2%,0.78,1859,0.01%,59841300,239
PSL,31,0,64,28.4,0,0,21%,23%,0,266,0.01%,6750000,209
PSN,11.5,12.5,18.9,4.2,14,819,4%,7%,0,48,0%,40000000,460
NBW,15.4,14.9,25,13.4,22.9,673,4%,7%,0.81,48,0%,10900000,168
NCP,4,6.7,10.4,3.9,8.5,469,1%,7%,0,360,0%,196980622,788
NCS,48.7,13.4,53.5,36.9,25.1,1944,18%,35%,0,4108,0.05%,17949098,874
NCT,97.5,16.8,115.5,74.7,9.4,10426,54%,62%,0.23,26900,0.24%,26166940,2551
ND2,20,16.0,24,12.4,8.9,2252,6%,17%,0,2031,0.01%,49993960,1000
NDC,32,0,32.4,23.2,0,0,12%,15%,0,79,0%,5680000,182
NDF,2.6,11.1,18.9,2.2,2.4,1090,9%,10%,0.53,101992,2.74%,7853800,20
PTO,13,0,15.5,10.2,0,0,2%,6%,0,142,0.02%,1200000,16
PTP,9.5,0,13.8,8.7,0,0,3%,4%,0,353,0.01%,6800000,65
PTS,6,16.0,6.8,5.4,6.5,923,3%,6%,0.81,4212,0.16%,5568000,33
PTT,6.9,0,6.9,3,0,0,1%,4%,0,494,0.01%,10000000,69
PV2,3,5.6,3,1.7,22.6,133,2%,2%,0.13,43430,0.29%,36868800,112
PVA,0.6,1.3,0.9,0.5,7.3,82,0%,6%,1.51,8780,0.09%,21846000,13
PVB,15.2,18.6,23.6,9.9,6,2552,13%,14%,1.18,228338,2.44%,21599998,328
PBP,13.3,13.2,18,11.7,7.6,1750,6%,13%,0.44,809,0.04%,4081249,54
PSP,5.9,19.6,9.2,6.5,7.3,805,3%,4%,0,1899,0.02%,22500000,133
PSW,8.9,12.4,11.7,7.3,15.2,586,3%,5%,0.84,303,0%,17000000,151
PTB,104,42.3,127.4,88.6,9.4,11059,14%,33%,0.35,77592,0.71%,31104233,2696
PTC,6.4,13.1,7.9,5.2,11.2,571,1%,3%,0.63,8487,0.11%,17999999,115
MHL,7.6,11.9,9.4,4.6,54.3,140,0%,1%,0.99,3988,0.15%,5288623,41
MIC,4.7,6.4,5.2,2.5,7.7,609,4%,9%,0.04,129,0%,5514621,26
PVR,2.8,9.2,3.9,1.7,21.9,128,1%,1%,0.43,70,0%,52356713,149
NDN,19.7,13.3,21.2,7.5,9.4,2097,12%,16%,0.87,455053,2.81%,42136994,830
NDP,29,24.3,36.8,24.7,8.8,3277,9%,14%,0,172,0.01%,6105000,161
NDX,17.4,13.5,19.4,9.6,6.1,2836,10%,21%,0.03,20383,0.79%,5345747,93
NED,9.8,5.9,10.5,5.3,19.3,508,2%,11%,0,34107,0.24%,36254754,355
NET,25,12.5,30.9,24.2,9.5,2631,10%,21%,0.17,14306,0.15%,22398374,560
NFC,9,11.9,17.4,9,7.2,1252,7%,11%,0.61,580,0.01%,15731260,142
NGC,13.2,11.7,13.2,6.5,31.7,417,1%,4%,0.04,115,0.01%,1999944,26
PVC,7,19.0,14.1,6.4,64.8,108,1%,1%,1.13,460148,2.50%,50000000,350
PVD,20.0,35.1,30.6,13,289.1,69,0%,0%,1.52,3012621,5.88%,383266160,7646
PC1,31.4,24.4,40.7,28.1,15.3,2056,4%,9%,0.06,154613,0.49%,115452842,3625
PCC,16.7,0,21.8,16.0,0,0,0%,0%,0,1698,0.03%,11500000,192
PCE,9.7,15.5,16.5,9.4,5.5,1754,9%,11%,0.16,943,0.02%,10000000,97
PCF,10,7.4,10,10,44.6,224,1%,2%,0,2,0%,3000000,30
PCG,7.7,11.2,12.7,5.4,57.5,134,1%,1%,0.73,39420,0.47%,18870000,145
PCM,5.1,15.7,15,4.1,14.7,348,1%,1%,0,4,0%,4000000,20
PCN,3,7.1,3.7,2.3,1.2,2483,30%,35%,0.50,454,0.02%,3924550,12
MIE,10.1,0,10.1,10.1,0,0,0%,0%,0,0,0%,141991500,1434
MIG,14.9,11.3,15,10.9,18.3,816,2%,9%,0,28520,0.11%,80000000,1192
MIM,12.8,11.1,15.8,2.9,3.2,4057,14%,37%,0.39,6490,0.39%,3409860,44
MKP,70,22.0,80.9,67.6,17.7,3951,13%,18%,0.04,8135,0.10%,19420813,1359
MKT,15.3,10.8,15.3,15.3,956.3,16,30%,177%,0,0,0%,3200000,49
MKV,11.8,10.7,17.6,10.8,357.6,33,0%,0%,0.11,349,0.01%,5000038,59
MLC,9.7,0,10,9.7,0,0,1%,1%,0,0,0%,4171175,40
MLN,2.2,11.6,5.9,2.1,3.1,719,2%,7%,0,8229,0.05%,48625332,107
MLS,10,1.6,26.8,8.1,0.9,11427,31%,722%,0.42,853,0.04%,4000000,40
MMC,1.3,0,1.3,0.5,0,0,27%,55%,0.58,67,0%,3159925,4
MNC,4.9,11.2,5.5,3.7,62.8,78,0%,1%,0.67,2249,0.05%,9279261,45
PVS,22.4,27.0,31.3,14.9,12.5,1793,3%,6%,1.62,7769447,14.59%,446700421,10006
PVT,20.5,16.5,21.6,11.6,13.7,1501,5%,11%,0.67,814700,1.74%,281440162,5770
PVV,1.3,4.2,2.6,1.2,1.1,1131,3%,27%,0.62,144458,1.17%,30000000,39
PVX,2.1,6.5,2.8,1.9,2.3,895,3%,16%,1.28,2859030,5.52%,400000000,840
PVY,2.3,0,3,1.7,0,0,0%,0%,0,3729,0.02%,59489787,137
PWS,8.3,10.6,10.9,6.4,14.5,571,3%,5%,0,28,0%,23600000,196
NHA,11.1,11.8,15.3,8.2,6.1,1823,15%,15%,0.37,14151,0.24%,12759997,142
NHC,35.7,20.5,41.6,24.0,7.9,4519,18%,21%,1.37,518,0.03%,3041542,109
NHH,87,0,92.5,73,0,0,15%,25%,0,76209,2.45%,6500000,566
NHN,30,51.6,30,30,2.4,12251,7%,29%,0,0,0%,200000000,6000
NHP,1.5,10.1,4.1,1.5,48.4,31,0%,0%,1.12,145151,1.26%,27576490,41
NHT,45.4,0,48,17.7,0,0,0%,0%,0,9282,0.35%,5495491,249
NHV,14.4,11.0,14.8,12.1,33,436,3%,7%,0,1228,0.08%,3223600,46
NKG,27.2,22.6,44.3,26.1,5,5442,7%,24%,0.73,599540,1.78%,130000000,3529
NLG,41.1,23.7,42.3,21.6,14.5,2836,10%,20%,0.70,520820,1.41%,188671691,6454
NLS,10.8,0,10.8,10.8,0,0,1%,1%,0,0,0%,5009800,54
NMK,9.8,0,19.2,9.8,0,0,3%,19%,0,710,0.06%,2500000,25
SVI,41.7,27.6,44,31.3,8.1,5126,7%,19%,0.32,2999,0.05%,12808137,535
SVL,18.9,10.5,18.9,18.9,121.2,156,1%,3%,0,0,0%,3270858,62
SVN,2.2,10.7,3.9,2.1,27.8,79,1%,1%,1.14,107186,1.17%,21000000,46
PVE,7.3,12.9,9.3,6.9,4.9,1493,3%,12%,1.26,282188,2.66%,25000000,183
PVG,9.8,14.3,10.8,6.7,20.8,471,1%,3%,0.98,123458,1.07%,27719850,272
PVH,1.1,6.1,6.6,1.1,2.4,460,1%,8%,0,2030,0.02%,21000000,23
PVI,38.9,30.7,43.6,26.4,15.8,2461,3%,9%,0.61,677772,1.55%,225414167,9112
PVL,2.1,4.0,4.9,2,0.7,2912,27%,72%,0.49,83679,0.45%,50000000,105
PVM,10.3,11.9,13.5,5.3,14,736,4%,6%,0,26446,0.17%,38638600,398
MAS,78.8,15.2,97.4,76,8.5,9295,26%,61%,0.22,10142,0.49%,4267683,336
MBB,34.8,15.9,36.8,13.8,16.4,2123,1%,14%,1.43,6486678,9.99%,1815505363,63180
PCT,8.8,11.0,10.8,7.2,183.3,48,0%,0%,0.23,735,0.01%,23000000,202
MND,9.9,0,10,9.9,0,0,0%,0%,0,9,0%,2194475,22
MPC,86.2,34.8,110,50.2,9.4,9186,8%,29%,0.50,2931,0.01%,70000000,6034
MPT,2.6,10.3,6,2.5,7.9,329,2%,2%,0.04,34484,0.49%,15552000,40
MPY,10.5,0,10.5,10.5,0,0,8%,9%,0,0,0%,6143000,65
MQB,10,361.6,10,10,53.2,188,0%,0%,0,0,0%,3675675,37
MRF,22,0,25,17,0,0,0%,0%,0,8452,0.47%,3675404,81
MSC,11.7,17.7,26.6,9.8,13.3,881,2%,5%,0.31,3322,0.03%,22500000,263
MSN,102,19.3,114.6,40.7,34.4,2962,6%,18%,0.96,846668,1.36%,1047474042,118052
MSR,28.1,17.1,35.7,14.1,95.9,293,1%,3%,0,225195,0.39%,703544898,19770
MST,3,11.4,16.1,2.5,6.6,457,3%,4%,0,649803,8.15%,18000000,54
MTA,1.8,12.1,3.2,1.7,3.8,477,3%,5%,0,7083,0.02%,110113591,198
MTC,9.7,0,9.7,9.7,0,0,1%,1%,0,0,0%,5200000,50
MTG,4.5,9.7,5.5,2.6,0,0,2%,3%,0.18,5123,0.09%,11999995,54
MTH,11.2,0,20.2,10.3,0,0,12%,15%,0,575,0.02%,8618238,54
MTL,13.9,0,13.9,3.2,0,0,1%,1%,0,0,0%,6000000,83
PX1,10,0,10.9,6.6,0,0,4%,29%,0,0,0%,20000000,200
